## Tue Apr 25 22:04:12 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_cdfmdzp1/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WP_000027050.1	500632.CLONEX_01829	1.03e-204	566.0	COG2367@1|root,COG2367@2|Bacteria,1TQFB@1239|Firmicutes,249R7@186801|Clostridia	186801|Clostridia	V	beta-lactamase	-	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
WP_013729383.1	272632.MSC_0306	2.24e-206	572.0	COG1162@1|root,COG1162@2|Bacteria,3WT2Y@544448|Tenericutes	544448|Tenericutes	S	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	-	3.1.3.100	ko:K06949	ko00730,ko01100,map00730,map01100	-	R00615,R02135	RC00002,RC00017	ko00000,ko00001,ko01000,ko03009	-	-	-	RsgA_GTPase,RsgA_N
WP_013729393.1	272632.MSC_0296	1.74e-96	282.0	COG0782@1|root,COG0782@2|Bacteria,3WTDQ@544448|Tenericutes	544448|Tenericutes	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	greA	-	-	ko:K03624	-	-	-	-	ko00000,ko03021	-	-	-	GreA_GreB,GreA_GreB_N
WP_013729410.1	272632.MSC_0274	7.2e-108	310.0	COG2190@1|root,COG2190@2|Bacteria,3WTH0@544448|Tenericutes	544448|Tenericutes	G	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	crr	-	2.7.1.199	ko:K02777,ko:K20116,ko:K20117,ko:K20118	ko00010,ko00500,ko00520,ko02026,ko02060,ko05111,map00010,map00500,map00520,map02026,map02060,map05111	M00265,M00266,M00268,M00270,M00272,M00303,M00806,M00809	R02738,R02780,R04111,R04394,R05132,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1,4.A.1.1.13,4.A.1.1.14,4.A.1.1.9	-	-	PTS_EIIA_1,PTS_EIIB
WP_013729421.1	272632.MSC_0263	0.0	905.0	COG0446@1|root,COG0446@2|Bacteria,3WT2T@544448|Tenericutes	544448|Tenericutes	C	nadh oxidase	nox	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2,Pyr_redox_dim
WP_013729425.1	880447.MSB_A0268	1.39e-229	632.0	COG0205@1|root,COG0205@2|Bacteria,3WT3C@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	pfkA	-	2.7.1.11,2.7.1.90	ko:K00850,ko:K21071	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230	M00001,M00345	R00756,R00764,R02073,R03236,R03237,R03238,R03239,R04779	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000,ko01009,ko03019	-	-	-	PFK
WP_013729427.1	880447.MSB_A0266	0.0	1021.0	COG0554@1|root,COG0554@2|Bacteria,3WT3H@544448|Tenericutes	544448|Tenericutes	F	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate	glpK	GO:0003674,GO:0003824,GO:0004370,GO:0005975,GO:0006066,GO:0006071,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019400,GO:0019751,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0071704,GO:1901615	2.7.1.30	ko:K00864	ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626	-	R00847	RC00002,RC00017	ko00000,ko00001,ko01000,ko04147	-	-	-	FGGY_C,FGGY_N
WP_013729449.1	272632.MSC_0326	2.06e-165	462.0	2F5QT@1|root,33Y9N@2|Bacteria,3WTFV@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_013729462.1	1179777.D500_0876	7.45e-54	169.0	COG0184@1|root,COG0184@2|Bacteria,3WTV2@544448|Tenericutes	544448|Tenericutes	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome	rpsO	-	-	ko:K02956	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S15
WP_013729465.1	272632.MSC_0350	4.72e-62	190.0	COG1358@1|root,COG1358@2|Bacteria,3WTSP@544448|Tenericutes	544448|Tenericutes	J	cellular component organization or biogenesis	-	-	-	-	-	-	-	-	-	-	-	-	Ribosomal_L7Ae
WP_013729497.1	272632.MSC_0388	1.03e-141	400.0	COG1428@1|root,COG1428@2|Bacteria,3WT89@544448|Tenericutes	544448|Tenericutes	F	Deoxynucleoside kinase	dck	-	2.7.1.74,2.7.1.76	ko:K15519	ko00230,ko00240,ko01100,map00230,map00240,map01100	-	R00185,R01666,R02089	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	dNK
WP_013729516.1	1179777.D500_0607	2.03e-52	165.0	COG0776@1|root,COG0776@2|Bacteria,3WTPG@544448|Tenericutes	544448|Tenericutes	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	-	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
WP_013729519.1	1179777.D500_0610	1.4e-73	221.0	COG3599@1|root,COG3599@2|Bacteria,3WTUA@544448|Tenericutes	544448|Tenericutes	D	DivIVA protein	-	-	-	-	-	-	-	-	-	-	-	-	DivIVA
WP_013729527.1	1179777.D500_0618	5.31e-58	179.0	COG0228@1|root,COG0228@2|Bacteria,3WTVG@544448|Tenericutes	544448|Tenericutes	J	Belongs to the bacterial ribosomal protein bS16 family	rpsP	-	-	ko:K02959	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S16
WP_013729530.1	1179777.D500_0621	2.23e-80	239.0	COG0335@1|root,COG0335@2|Bacteria,3WTJW@544448|Tenericutes	544448|Tenericutes	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	-	-	ko:K02884	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19
WP_013729564.1	272632.MSC_0458	3.96e-126	359.0	COG0693@1|root,COG0693@2|Bacteria,3WTNF@544448|Tenericutes	544448|Tenericutes	S	DJ-1/PfpI family	-	-	3.5.1.124	ko:K03152	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	DJ-1_PfpI
WP_013729566.1	272632.MSC_0461	7.33e-115	329.0	COG0319@1|root,COG0319@2|Bacteria,3WTYW@544448|Tenericutes	544448|Tenericutes	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	-	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
WP_013729580.1	272632.MSC_0476	0.0	1821.0	COG1196@1|root,COG1196@2|Bacteria,3WSUR@544448|Tenericutes	544448|Tenericutes	D	Required for chromosome condensation and partitioning	smc	-	-	ko:K03529	-	-	-	-	ko00000,ko03036	-	-	-	SMC_N,SMC_hinge
WP_013729581.1	1179777.D500_0670	1.62e-53	171.0	2FE2Z@1|root,34632@2|Bacteria,3WTS6@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_013729586.1	272632.MSC_0482	2.07e-63	194.0	COG1302@1|root,COG1302@2|Bacteria,3WTZY@544448|Tenericutes	544448|Tenericutes	S	Asp23 family, cell envelope-related function	-	-	-	-	-	-	-	-	-	-	-	-	Asp23
WP_013729588.1	1179777.D500_0678	1.77e-82	246.0	298PY@1|root,2ZVUB@2|Bacteria,3WTXI@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_013729591.1	1179777.D500_0681	1.97e-189	526.0	COG1117@1|root,COG1117@2|Bacteria,3WSY5@544448|Tenericutes	544448|Tenericutes	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system	pstB	-	3.6.3.27	ko:K02036	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.7	-	-	ABC_tran
WP_013729597.1	272632.MSC_0493	2.69e-157	441.0	COG3142@1|root,COG3142@2|Bacteria,3WTHE@544448|Tenericutes	544448|Tenericutes	P	CutC family	cut	-	-	ko:K06201	-	-	-	-	ko00000	-	-	-	CutC
WP_013729613.1	880447.MSB_A0470	0.0	1226.0	COG0187@1|root,COG0187@2|Bacteria,3WSVJ@544448|Tenericutes	544448|Tenericutes	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	parE	-	-	ko:K02622	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim
WP_013729616.1	880447.MSB_A0467	0.0	941.0	COG2211@1|root,COG2211@2|Bacteria,3WT3V@544448|Tenericutes	544448|Tenericutes	G	Major facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WP_013729659.1	880447.MSB_A0426	2.07e-61	189.0	COG0261@1|root,COG0261@2|Bacteria,3WTV6@544448|Tenericutes	544448|Tenericutes	J	This protein binds to 23S rRNA in the presence of protein L20	rplU	-	-	ko:K02888	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L21p
WP_013729662.1	1188240.MYEA_2400	4.37e-26	95.9	299NZ@1|root,2ZWRB@2|Bacteria,3WTY0@544448|Tenericutes	544448|Tenericutes	J	Ribosomal protein L33	rpmG2	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
WP_013729684.1	880447.MSB_A0388	7.35e-160	449.0	COG0528@1|root,COG0528@2|Bacteria,3WSW8@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the reversible phosphorylation of UMP to UDP	pyrH	-	2.7.4.22	ko:K09903	ko00240,ko01100,map00240,map01100	-	R00158	RC00002	ko00000,ko00001,ko01000	-	-	-	AA_kinase
WP_013729687.1	1179777.D500_0278	1.38e-168	475.0	COG0052@1|root,COG0052@2|Bacteria,3WT3S@544448|Tenericutes	544448|Tenericutes	J	Belongs to the universal ribosomal protein uS2 family	rpsB	-	-	ko:K02967	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Rho_N,Ribosomal_S2
WP_013729691.1	272632.MSC_0612	2.59e-232	640.0	COG1420@1|root,COG1420@2|Bacteria,3WT90@544448|Tenericutes	544448|Tenericutes	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons	hrcA	-	-	ko:K03705	-	-	-	-	ko00000,ko03000	-	-	-	HrcA,HrcA_DNA-bdg
WP_013729753.1	272632.MSC_0679	3.07e-239	658.0	COG0057@1|root,COG0057@2|Bacteria,3WSX3@544448|Tenericutes	544448|Tenericutes	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gap	GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009986,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0019362,GO:0019637,GO:0019674,GO:0022610,GO:0034641,GO:0043891,GO:0044237,GO:0044238,GO:0044281,GO:0044403,GO:0044406,GO:0044419,GO:0044424,GO:0044464,GO:0044650,GO:0046483,GO:0046496,GO:0051186,GO:0051704,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:0140030,GO:0140032,GO:1901360,GO:1901564	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
WP_013729769.1	880447.MSB_A0669	1.78e-263	721.0	COG0078@1|root,COG0078@2|Bacteria,3WT22@544448|Tenericutes	544448|Tenericutes	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	-	2.1.3.6	ko:K13252	-	-	-	-	ko00000,ko01000	-	-	-	OTCace,OTCace_N
WP_013729777.1	272632.MSC_0712	1.48e-85	252.0	COG0103@1|root,COG0103@2|Bacteria,3WTKX@544448|Tenericutes	544448|Tenericutes	J	Belongs to the universal ribosomal protein uS9 family	rpsI	-	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
WP_013729784.1	272632.MSC_0721	3.6e-216	598.0	COG0202@1|root,COG0202@2|Bacteria,3WT0P@544448|Tenericutes	544448|Tenericutes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	-	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
WP_013729786.1	272632.MSC_0725	3.86e-150	422.0	COG0563@1|root,COG0563@2|Bacteria,3WTJR@544448|Tenericutes	544448|Tenericutes	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism	adk	-	2.7.4.3	ko:K00939	ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130	M00049	R00127,R01547,R11319	RC00002	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ADK,ADK_lid
WP_013729790.1	272632.MSC_0731	5.77e-84	249.0	COG0096@1|root,COG0096@2|Bacteria,3WTD8@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	rpsH	-	-	ko:K02994	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S8
WP_013729791.1	1179777.D500_0058	4.82e-121	346.0	COG0094@1|root,COG0094@2|Bacteria,3WT4K@544448|Tenericutes	544448|Tenericutes	J	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits	rplE	-	-	ko:K02931	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L5,Ribosomal_L5_C
WP_013729793.1	272632.MSC_0742	4.01e-200	554.0	COG0090@1|root,COG0090@2|Bacteria,3WT20@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	rplB	-	-	ko:K02886	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L2,Ribosomal_L2_C
WP_013729794.1	272632.MSC_0743	8.72e-58	179.0	COG0089@1|root,COG0089@2|Bacteria,3WTSC@544448|Tenericutes	544448|Tenericutes	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	rplW	-	-	ko:K02892	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L23
WP_013729795.1	272632.MSC_0744	1.02e-138	393.0	COG0088@1|root,COG0088@2|Bacteria,3WT7J@544448|Tenericutes	544448|Tenericutes	J	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome	rplD	-	-	ko:K02926	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L4
WP_013729797.1	272632.MSC_0746	6.1e-64	195.0	COG0051@1|root,COG0051@2|Bacteria,3WTQ5@544448|Tenericutes	544448|Tenericutes	J	Involved in the binding of tRNA to the ribosomes	rpsJ	-	-	ko:K02946	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S10
WP_013729809.1	272632.MSC_0760	2.38e-165	463.0	COG0569@1|root,COG0569@2|Bacteria,3WT76@544448|Tenericutes	544448|Tenericutes	C	TrkA-C domain	-	-	-	ko:K03499	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkA_C,TrkA_N
WP_013729837.1	272632.MSC_0795	2.1e-90	265.0	COG0251@1|root,COG0251@2|Bacteria,3WTMQ@544448|Tenericutes	544448|Tenericutes	J	Endoribonuclease L-PSP	tdcF	-	3.5.99.10	ko:K09022	-	-	R11098,R11099	RC03275,RC03354	ko00000,ko01000	-	-	-	Ribonuc_L-PSP
WP_013729860.1	880447.MSB_A0906	2.05e-98	286.0	COG2963@1|root,COG2963@2|Bacteria,3WU5G@544448|Tenericutes	544448|Tenericutes	L	Helix-turn-helix domain	-	-	-	ko:K07483	-	-	-	-	ko00000	-	-	-	HTH_28
WP_013729882.1	272632.MSC_0855	1.67e-248	681.0	COG0208@1|root,COG0208@2|Bacteria,3WSZA@544448|Tenericutes	544448|Tenericutes	F	ribonucleoside-diphosphate reductase beta	nrdF	-	1.17.4.1	ko:K00526	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	Ribonuc_red_sm
WP_013729883.1	880447.MSB_A0144	1.1e-51	164.0	2DXFM@1|root,344T3@2|Bacteria,3WTPR@544448|Tenericutes	544448|Tenericutes	U	Preprotein translocase SecG subunit	secG	-	-	ko:K03075	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecG
WP_013729885.1	272632.MSC_0857	7.28e-96	280.0	COG0691@1|root,COG0691@2|Bacteria,3WTFX@544448|Tenericutes	544448|Tenericutes	J	Required for rescue of stalled ribosomes mediated by trans-translation. Binds to transfer-messenger RNA (tmRNA), required for stable association of tmRNA with ribosomes. tmRNA and SmpB together mimic tRNA shape, replacing the anticodon stem-loop with SmpB. tmRNA is encoded by the ssrA gene	smpB	-	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB
WP_013729887.1	1179777.D500_0138	2.06e-42	139.0	2A01N@1|root,30N3V@2|Bacteria,3WU5Q@544448|Tenericutes	544448|Tenericutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WP_013729890.1	880447.MSB_A0137	6.68e-214	592.0	COG1940@1|root,COG1940@2|Bacteria,3WTFD@544448|Tenericutes	544448|Tenericutes	G	ROK family	glcK	-	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
WP_013729895.1	272632.MSC_0885	0.0	916.0	COG0055@1|root,COG0055@2|Bacteria,3WSWW@544448|Tenericutes	544448|Tenericutes	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	-	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	ATP-synt_ab,ATP-synt_ab_N
WP_013729896.1	272632.MSC_0886	1.8e-186	520.0	COG0224@1|root,COG0224@2|Bacteria,3WTK1@544448|Tenericutes	544448|Tenericutes	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex	atpG	-	-	ko:K02115	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	ATP-synt
WP_013729901.1	272632.MSC_0891	1.77e-201	558.0	COG0356@1|root,COG0356@2|Bacteria,3WTMD@544448|Tenericutes	544448|Tenericutes	C	ATP synthase	atpB	-	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	ATP-synt_A
WP_013729906.1	880447.MSB_A0122	2.84e-67	203.0	COG0607@1|root,COG0607@2|Bacteria,3WTS0@544448|Tenericutes	544448|Tenericutes	P	Rhodanese Homology Domain	-	-	-	-	-	-	-	-	-	-	-	-	Rhodanese
WP_013729912.1	1179777.D500_0288	2.25e-105	305.0	COG0244@1|root,COG0244@2|Bacteria,3WTH9@544448|Tenericutes	544448|Tenericutes	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	rplJ	-	-	ko:K02864	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L10
WP_013729913.1	272632.MSC_0995	5.63e-154	433.0	COG0081@1|root,COG0081@2|Bacteria,3WSV7@544448|Tenericutes	544448|Tenericutes	J	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	rplA	-	-	ko:K02863	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L1
WP_013729921.1	880447.MSB_A0162	1.05e-251	691.0	COG0601@1|root,COG0601@2|Bacteria,3WT5B@544448|Tenericutes	544448|Tenericutes	P	permease	oppB	-	-	ko:K02033,ko:K15581	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	BPD_transp_1
WP_013729924.1	272632.MSC_0962	4.15e-145	409.0	COG0250@1|root,COG0250@2|Bacteria,3WTF4@544448|Tenericutes	544448|Tenericutes	K	Participates in transcription elongation, termination and antitermination	nusG	-	-	ko:K02601	-	-	-	-	ko00000,ko03009,ko03021	-	-	-	KOW,NusG
WP_013729926.1	880447.MSB_A0156	1.46e-31	110.0	COG0267@1|root,COG0267@2|Bacteria,3WU3A@544448|Tenericutes	544448|Tenericutes	J	Ribosomal protein L33	rpmG	-	-	ko:K02913	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L33
WP_013729931.1	272632.MSC_0956	3.91e-304	830.0	COG0305@1|root,COG0305@2|Bacteria,3WT5F@544448|Tenericutes	544448|Tenericutes	L	Participates in initiation and elongation during chromosome replication	dnaB	-	3.6.4.12	ko:K02314	ko03030,ko04112,map03030,map04112	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	DnaB,DnaB_C
WP_013729932.1	272632.MSC_0955	1.3e-95	279.0	COG0359@1|root,COG0359@2|Bacteria,3WTGZ@544448|Tenericutes	544448|Tenericutes	J	binds to the 23S rRNA	rplI	-	-	ko:K02939	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L9_C,Ribosomal_L9_N
WP_013729975.1	272632.MSC_0910	0.0	959.0	COG0531@1|root,COG0531@2|Bacteria,3WSWT@544448|Tenericutes	544448|Tenericutes	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
WP_013730013.1	1179777.D500_0443	4.78e-22	85.5	COG0230@1|root,COG0230@2|Bacteria	2|Bacteria	J	Ribosomal protein L34	rpmH	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02914	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L34
WP_017697740.1	272632.MSC_0588	4.15e-245	677.0	COG0206@1|root,COG0206@2|Bacteria,3WT2P@544448|Tenericutes	544448|Tenericutes	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	ftsZ	GO:0008150,GO:0009987,GO:0051301	-	ko:K03531	ko04112,map04112	-	-	-	ko00000,ko00001,ko02048,ko03036,ko04812	-	-	-	FtsZ_C,Tubulin
